num_of_items,oclc identifier,source institution identifier,source,title,imprint,copyright statuses of publications in series,publication date range,enumerations,earliest publication,latest publication,all publication dates
1,42397432,004120109,mdp,Brian Friel in conversation / edited by Paul Delaney.,"University of Michigan Press, c2000.",ic,,,2000,2000,
1,94356,001321465,mdp,"Inventory controls for the small and medium sized firm; computer-aided inventory control and manual inventory control methods [by] Wilbert Steffy, William J. Buer [and] Lawrence H. Schultz.","Industrial Development Division, Institute of Science and Technology, University of Michigan, 1970.",ic,,,1970,1970,
1,12430,000332235,mdp,The United States to 1865.,University of Michigan Press [1969],ic,,,1969,1969,
1,14481757,011572927,mdp,"The design of a gamma irradiation facility for the control of insect infestation in flour, meal, or grain / L.E. Brownell, J.V. Nehemias, J.J. Bulmer.","University of Michigan, Engineering Research Institute, [1955]",pd,,,1955,1955,
1,2902143,002488577,mdp,Complete denture prosthodontics : a study and procedure guide / by Brien R. Lang and William C. Godwin.,"School of Dentistry, University of Michigan, c1976.",ic,,,1976,1976,
1,213754874,.b120347519,uc1,"The calculus of consent, [by] James M. Buchanan and Gordon Tullock.",University of Michigan Press [1962],ic,,,1962,1962,
1,23324528,001971413,mdp,"The University of Michigan Expedition to the Aleutian Islands, 1948-49 : a preliminary report to the Office of Naval Research, Department of the Navy / by Theodore P. Bank [and others].","Botanical Gardens and Museum of Anthropology, University of Michigan, 1950.",pdus,,,1950,1950,
1,30001766,002796379,mdp,Tales to shorten anybody's road : a storyteller's anthology / compiled by the Summer 1954 class in storytelling (University of Michigan - Frances Clarke Sayers) ; edited and arranged by John F. Huebler.,"University of Michigan?, 1954?]",und,,,1954,1954,
1,1629401,001371856,mdp,"New Michigan verse / edited by Carl Edwin Burkland, with a foreword by Louis Untermeyer.","University of Michigan press, 1940.",und,,,1940,1940,
1,35781715,003112581,mdp,"Film is content : a study guide for the advanced ESL classroom / Julia A. Williamson, Jill C. Vincent.","University of Michigan Press, c1996.",ic,,,1996,1996,
1,4570327,000258705,mdp,Practice and performance : an assessment of ambulatory care / by Ruth Lyn Riedel and Donald C. Riedel.,"Health Administration Press, School of Public Health, University of Michigan, 1979.",ic,,,1979,1979,
1,20016934,001830463,mdp,Women and ideology in the Soviet Union / Mary Buckley.,"University of Michigan Press, c1989.",ic,,,1989,1989,
1,1120676,000034282,mdp,A Guide for selecting statistical techniques for analyzing social science data [by] Frank M. Andrews [and others.,"Institute for Social Research, University of Michigan, [1974]",ic-world,,,1974,1974,
1,238343,001110204,mdp,Youth look at national problems; a special report from the Youth in Transition Project [by] Jerald G. Bachman [and] Elizabeth Van Duinen.,"Survey Research Center, University of Michigan [1971]",ic and ic-world,,,1971,1971,
1,6778867,000229208,mdp,"Bibliography, women and language / Sandra Silberstein.","Women's Studies Program, University of Michigan], 1980, c1979.",ic,,,1980,1980,
1,23315375,000186004,mdp,"Study of women students at the University of Michigan School of Social Work, April 1975 : final report / Anne Kolar, Barbara J. Hills.","University of Michigan, 1976.",ic,,,1976,1976,
1,19246398,003335548,mdp,The History of inland waterway development in Thailand.,"Dept. of Geography and the Center for South and Southeast Asian Studies, University of Michigan, 1977.",ic,,,1977,1977,
1,2357132,"001108416,003930683",mdp,Planning the older years.,"University of Michigan Press, 1950.",ic and und,,,1950,1950,
1,42799376,003353175,mdp,The University and its undergraduates / by Harlan Hatcher.,"University of Michigan, 1964]",ic,,,1964,1964,
1,5084090,003939381,mdp,An interpretation of the skull of Buettneria : with special reference to the cartilages and soft parts.,"University of Michigan press, 1941.",ic,,,1941,1941,
1,45198084,003512332,mdp,Women's voices : early years at the University of Michigan / edited by Doris E. Attaway and Marjorie Rabe Barritt.,"Bentley Historical Library, University of Michigan, 2000.",ic-world,,,2000,2000,
1,29791541,002895984,mdp,Dead fathers : the logic of transference in modern narrative / Nina Schwartz.,"University of Michigan Press, c1994.",ic,,,1994,1994,
1,43567622,004120300,mdp,Legislative entrepreneurship in the U.S. House of Representatives / Gregory Wawro.,"University of Michigan Press, c2000.",ic,,,2000,2000,
1,7243430,000154565,mdp,"Working womenroots : an oral history primer / Joyce L. Kornbluh and M. Brady Mikusko, editors ; Debra Bernhardt, principal author.","Institute of Labor and Industrial Relations, University of Michigan-Wayne State University, 1980.",ic,,,1980,1980,
1,60516886,005084753,mdp,Head hunters : the making of jazz's first platinum album / Steven F. Pond.,"The University of Michigan Press, c2005.",ic and ic-world,,,2005,2005,
1,27226569,002648061,mdp,Alice Freeman Palmer : the evolution of a new woman / Ruth Bordin.,"University of Michigan Press, c1993.",ic-world,,,1993,1993,
68,841174782,013825502,mdp,Ad hoc.,"University of Michigan-Dearborn, 1964-1972?",cc-by-nc-3.0,1964-1972,,1964,1972,
1,43060689,003477568,mdp,Yosano Akiko and The tale of Genji / G.G. Rowley.,"Center for Japanese Studies, University of Michigan, 2000.",ic,,,2000,2000,
1,42758017,.b28711257,uc1,Tariffs and capacity utilization by monopolistically competitive firms / by Drusilla K. Brown,"Research Seminar in International Economics, Dept. of Economics, University of Michigan, [1988]",ic,,,1988,1988,
1,66283725,000387924,mdp,Functional occlusion II.,"School of Dentistry, University of Michigan, 1981, c1980.",ic,,,1981,1981,
1,2037986,003101250,mdp,"Michigan court rules, annotated. Revision of 1931. Rules of practice of the Supreme court and the Circuit, Superior and Recorder's courts and for Circuit court commissioners; with forms of pleadings and appellate proceedings approved by the Supreme court.",The University of Michigan press [c1930],ic,,,1930,1930,
1,13752616,1321321,uc1,A note on the treatment of labor content as a source of the manufacturing cost differential / by Michael S. Flynn.,"University of Michigan, [1983]",ic,,,1983,1983,
1,66283728,000387928,mdp,Functional occlusion II.,"School of Dentistry, University of Michigan, 1983, c1980.",ic,,,1983,1983,
1,2935674,000212822,mdp,"Sources for the study of high medieval culture, 1100-1300 / edited by Nicholas H. Steneck, with Duncan Robertson and Harald Scholler.","University of Michigan Medieval and Renaissance Collegium, c1976.",und,,,1976,1976,
1,19644103,001741195,mdp,"Prepayment and insurance for mental illness in Michigan. Prepared for Planning Division, Dept. of Mental Health, State of Michigan.","Bureau of Hospital Administration, The University of Michigan, 1964.",ic,,,1964,1964,
6,16164102,003130946,mdp,New edition.,"School of Information and Library Studies, University of Michigan,",ic,1986-1995,,1986,1995,
1,2305326,000981967,mdp,"Neo-Babylonian business and administrative documents; with transliteration, translation and notes,","University of Michigan press, 1935.",ic,,,1935,1935,
1,23309497,003160545,mdp,"The economic history of France, 1815-1870 [by] Arthur L. Dunham.","University of Michigan, 1949]",und,,,1949,1949,
1,253780,001347523,mdp,The study of sociology. Introd. by Talcott Parsons.,University of Michigan Press [1961],ic,,,1961,1961,
1,7586564,003306302,mdp,"M: University of Michigan football : the first 100 years, 1879-1979.","University of Michigan Football Centennial Committee, [1979?].",ic,,,1979,1979,
1,581441,001682861,mdp,Japanese economics : a guide to Japanese reference and research materials / Charles F. Remer and Saburo Kawai.,"University of Michigan Press, 1956.",ic,,,1956,1956,
1,35258693,002468478,mdp,"By-laws, rules, and regulations of the medical staff of the University of Michigan : as amended March 23, 1989.","University of Michigan Medical Staff, 1989]",ic,,,1989,1989,
1,40073828,003329592,mdp,When we say 'Hiroshima' : selected poems / Kurihara Sadako ; translated with an introduction by Richard H. Minear.,"Center for Japanese Studies, the University of Michigan, 1999.",ic,,,1999,1999,
1,2687946,001287944,mdp,Self-selected mathematics learning activities,"University of Michigan, 1965.",ic,,,1965,1965,
1,30353770,003013083,mdp,Elections at home and abroad : essays in honor of Warren E. Miller / edited by M. Kent Jennings and Thomas E. Mann.,"University of Michigan Press, c1994.",ic,,,1994,1994,
1,2588785,b167526832,uc1,The skalds : a selection of their poems / with introductions and notes by Lee M. Hollander.,"University of Michigan Press, 1968.",ic,,,1968,1968,
1,48087208,000886724,mdp,"Factories for the future : a seminar held at the College of architecture and Urban Planning, The University of Michigan, 1987 / project team, Nevine Anous ... [et al.].","College of Architecture and Urban Planning, The University of Michigan?, 1987?]",ic,,,1987,1987,
1,31190811,002883562,mdp,Wit's end / Residential College Writers' Group.,"Residential College Writers' Group, University of Michigan, 1994]",ic,,,1994,1994,
2,85772156,005427369,mdp,"OMB Circular A-133 reports and schedules, year ended June 30, ... / The University of Michigan.",University of Michigan,ic,1993-1994,,1993,1994,
1,827915,001189358,mdp,Husbanding the golden grain; studies in honor of Henry W. Nordmeyer. Edited by Luanne T. Frank and Emery E. George.,"Dept. of Germanic Languages and Literatures, University of Michigan, [1973]",ic,,,1973,1973,
1,22522554,.b2384534x,uc1,"Summary report of the Summer Conference of the DARPA-Materials Research Council : La Jolla, California, July 1987 / principal investigator, M.J. Sinnot","University of Michigan, Dept. of Chemical Engineering, [1987]",ic,,,1987,1987,
1,34387408,.b34564184,uc1,"Dumping, antidumping, and emergency protection / by Bernard M. Hoekman and Michael P. Leidy","Dept. of Economics, University of Michigan, [1989]",ic,,,1989,1989,
1,15659606,GLAD84492694-B,uc1,Social assessment of high technology : the superconducting super collider in Southeast Michigan / Richard W. Stoffle ... [et al.],"Survey Research Center, Institute for Social Research, University of Michigan, 1987",ic-world,,,1987,1987,
1,34319576,003084531,mdp,Justice and injustice in law and legal theory / edited by Austin Sarat and Thomas R. Kearns.,"University of Michigan Press, c1996.",ic,,,1996,1996,
1,58596060,004962544,mdp,"The Detroit Area Study celebrating 50 years : a record of research conducted by the Detroit Area Study 1952-2001 / [Update by: Judi Clemens, Mick P. Couper and Kathy Powers ...]","University of Michigan, 2002.",ic,,,2002,2002,
1,38508971,003298504,mdp,"Living in Ann Arbor : a woman's guide : to university & community resources / [Amy Blumenthal, Cady Erickson, Vicki Patraka].","Women's Program Coordinator's Office--Student Organizational Services, Office of Student Programs, Office of Student Services, University of Michigan, 1977]",ic,,,1977,1977,
1,8032038,000305022,mdp,"Making your choices count : economic principles for everyday decisions / James N. Morgan, Greg J. Duncan.","University of Michigan Press, c1982.",ic,,,1982,1982,
1,49605162,005066412,mdp,Workforce issues in Genesee and Shiawassee counties : a study of small to large business across ten industries / Sally Harris.,"Projects for Urban and Regional Affairs (PURA), University of Michigan--Flint, 2000.",ic,,,2000,2000,
1,3773136,002052272,mdp,Of sea and sail; an exhibition from the Hubert S. Smith collection in the Clements Library.,"University of Michigan, 1955.",pd,,,1955,1955,
1,25182711,.b27069916,osu,European business organization.,"University of Michigan Law School], 1964.",ic,,2,1964,1964,
1,1954180,001265951,mdp,"Fatherland or promised land : the dilemma of the German Jew, 1893-1914 / by Jehuda Reinharz.","University of Michigan Press, c1975.",ic,,,1975,1975,
1,1458370,001683134,mdp,"Studies in the psychology of reading, by William C. Morse, Francis A. Ballantine and W. Robert Dixon.",University of Michigan Press [c1951],und,,,1951,1951,
1,33407450,003122440,mdp,"Conflicting counsels to confuse the age : a documentary study of political economy in Qing China, 1644-1840 / Helen Dunstan.","Center for Chinese Studies, University of Michigan, 1996.",ic,,,1996,1996,
1,6763579,000732109,mdp,Marketing bank services to business / by A. R. Krachenberg.,"Industrial Development Division, Institute of Science and Technology, University of Michigan, 1979.",ic,,,1979,1979,
1,6763578,000711508,mdp,"Productivity and cost control for the small and medium-sized firm / by Wilbert Steffy, Naveed Ahmad, Teofilo Reyes.","Industrial Development Division, Institute of Science and Technology, University of Michigan, 1980.",ic,,,1980,1980,
1,49495038,004323774,mdp,"Intellectual property : trade, competition, and sustainable development / Thomas Cottier and Petros C. Mavroidis, editors ; Marion Panizzon and Simon Lacey, associate editors.","University of Michigan Press, c2003.",ic-world,,,2003,2003,
